microscope,현미경,st22E
telescope,망원경,st22E
roam,돌아다니다,st22E
untapped,"아직 손닿지 않은, 이용되지 않은",st22E
threshold,한계점,st22E
trained on,<mod it to train ~ on ...> ~을 ...으로 향하게 하다,st22E
bravado,"호기, 허세",st22E
spacious,"광대한, 넓은",st22E
characteristic,"특유의, 독특한, 유명한",st22E
get on with,"~을 계속 하다, ~을 해나가다",st22E
periodically,주기적으로,st22E
how else,달리 어떤 방법으로,st22E
scale,확대하다,st22E
verify,"확인하다, 입증하다",st22E
indicator,지표,st22E
spot check,임의추출조사,st22E
alongside,~와 함께,st22E
are on the same page,"<mod to be on the same page> ~와 이해하고 있는 것이 같다, ~와 생각이 같다",st22E
so that,~하기 위하여,st22E
collision,충돌,st22E
informs the car driver of,<mod it to inform A of B> A에게 B를 알려주다,st22E
flagship model,"주력 상품, 대표 모델",st22E
component,"부품, 구성요소",st22E
universality,"보편성, 일반성",st22E
contentious,이론(異論)의 여지가 있는,st22E
relevant,"적절한, 관련 있는",st22E
discriminating,"분별 있는, 안목 있는",st22E
