with respect to,"~에 대하여, ~와 관련하여",sw22
travel allowance,출장비,sw22
represent,"대표하여, 대변하여",sw22
human resource manager,인사관리자,sw22
assure,확실히 말하다,sw22
on the basis of,~에 근거하여,sw22
CV,이력서(Curriculum Vitae),sw22
self-esteem,"자존감, 자부심",sw22
transcribe,기록하다,sw22
transcript,성적증명서,sw22
transcendent,"초월적인, 초월의",sw22
immanent,내재적인,sw22
corporeal,물질적인,sw22
Enlightenment,계몽주의[시대],sw22
pursuit,추구,sw22
unquestionable,의심할 여지가 없는,sw22
sensory,감각의,sw22
afford,"부여하다, ~할 여유가 되다",sw22
deteriorate into,"~로 (나쁘게) 변하다, 악화되어 ~이 되다",sw22
mirage,신기루,sw22
phenomenon,현상(pl.phenomena),sw22
aspire to,~하기를 열망하다,sw22
exacting,"힘든, 까다로운",sw22
immutable,불변의,sw22
be concerned with,~와 관련이 있다,sw22
primarily,주로,sw22
angle,"시각, 각도",sw22
propensity,경향,sw22
staggering,어마어마한,sw22
influential,영향력 있는,sw22
anthology,논문집,sw22
center,집중되다,sw22
rationality,합리성,sw22
affluence,풍요,sw22
demeaning,품위를 떨어뜨리는,sw22
assembly line,(대량생산의) 조립라인,sw22
blacksmith,대장장이,sw22
advance,"진보하다, 전진하다",sw22
plumber,배관공,sw22
